,,days_mean,days_min,days_max
"(0.0, 40000.0]",0,1.6363636363636365,0,8
"(40000.0, 80000.0]",0,8.325,0,35
"(80000.0, 120000.0]",0,4.863636363636363,0,29
"(120000.0, 160000.0]",0,5.57,0,35
"(160000.0, 200000.0]",0,2.9753086419753085,0,32
"(200000.0, 240000.0]",0,1.9333333333333333,0,11
"(240000.0, 280000.0]",0,2.9583333333333335,0,27
"(280000.0, 320000.0]",0,6.083333333333333,0,30
"(320000.0, 360000.0]",0,5.142857142857143,0,34
"(360000.0, 400000.0]",0,0.5,0,1
